Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
48,Travel_Rarely,969,3071,Research & Development,College,Technical Degree,Very High,Male,Laboratory Technician,Medium,Single,2559,5,No,Excellent,7,4,1,0,0,No
27,Travel_Rarely,1167,3020,Research & Development,College,Life Sciences,Low,Male,Research Scientist,High,Divorced,2517,1,No,Excellent,5,2,5,0,3,No
29,Travel_Rarely,1329,7948,Research & Development,Bachelor,Life Sciences,High,Male,Healthcare Representative,Very High,Divorced,6623,1,Yes,Excellent,6,2,6,1,0,No
48,Travel_Rarely,715,21918,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Director,Very High,Single,18265,6,No,Excellent,25,3,1,0,0,No
29,Travel_Rarely,694,19349,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Director,Very High,Divorced,16124,3,No,Excellent,9,2,7,1,7,No
34,Travel_Rarely,1320,3102,Research & Development,Bachelor,Technical Degree,High,Female,Research Scientist,High,Married,2585,0,No,Excellent,2,5,1,0,0,No
44,Travel_Rarely,1099,21856,Sales,Bachelor,Marketing,Medium,Male,Manager,Medium,Married,18213,7,No,Excellent,26,5,22,3,10,No
33,Travel_Rarely,536,10056,Sales,Doctor,Marketing,Very High,Male,Sales Executive,High,Divorced,8380,0,Yes,Excellent,10,3,9,0,8,No
19,Travel_Rarely,265,3593,Research & Development,Bachelor,Life Sciences,Medium,Female,Research Scientist,Very High,Single,2994,1,Yes,Excellent,1,2,1,0,1,No
23,Travel_Rarely,373,1468,Research & Development,College,Life Sciences,Very High,Male,Research Scientist,High,Married,1223,1,No,Outstanding,1,2,1,0,1,No
25,Travel_Frequently,599,1342,Sales,Below College,Life Sciences,High,Male,Sales Representative,Very High,Single,1118,1,Yes,Excellent,1,4,1,1,0,Yes
26,Travel_Rarely,583,3450,Research & Development,College,Life Sciences,High,Male,Research Scientist,Very High,Single,2875,1,Yes,Outstanding,8,2,8,2,2,No
45,Travel_Rarely,1449,22589,Sales,Bachelor,Marketing,Low,Female,Manager,Medium,Single,18824,2,Yes,Excellent,26,2,24,1,11,Yes
55,Non-Travel,177,16292,Research & Development,Below College,Medical,Very High,Male,Healthcare Representative,Medium,Divorced,13577,1,Yes,Excellent,34,3,33,15,0,No
21,Travel_Frequently,251,3150,Research & Development,College,Life Sciences,Low,Female,Laboratory Technician,High,Single,2625,1,No,Outstanding,2,2,2,2,2,Yes
46,Travel_Rarely,168,22547,Sales,College,Marketing,Very High,Female,Manager,Medium,Married,18789,2,No,Excellent,26,2,11,0,8,No
34,Travel_Rarely,131,5446,Sales,Bachelor,Marketing,High,Female,Sales Executive,Low,Single,4538,0,Yes,Excellent,4,3,3,0,2,No
51,Travel_Frequently,237,23816,Sales,Bachelor,Life Sciences,Very High,Male,Manager,Medium,Divorced,19847,4,Yes,Outstanding,31,5,29,11,10,No
59,Travel_Rarely,1429,12614,Research & Development,Master,Medical,Very High,Male,Manufacturing Director,Very High,Single,10512,6,No,Excellent,25,6,9,5,4,No
34,Travel_Frequently,135,5333,Research & Development,Bachelor,Medical,High,Female,Laboratory Technician,Medium,Divorced,4444,4,No,Excellent,15,2,11,5,10,No
28,Travel_Frequently,791,2585,Research & Development,Master,Medical,Very High,Male,Laboratory Technician,High,Single,2154,0,Yes,Excellent,5,2,4,0,2,No
44,Travel_Rarely,1199,23028,Research & Development,College,Life Sciences,High,Male,Manager,Low,Divorced,19190,1,No,Excellent,26,4,25,14,13,No
34,Travel_Frequently,648,5388,Human Resources,Bachelor,Life Sciences,High,Male,Human Resources,Medium,Married,4490,4,No,Excellent,14,5,10,1,8,No
35,Travel_Rarely,735,4207,Research & Development,Below College,Life Sciences,High,Male,Research Scientist,High,Married,3506,0,Yes,Excellent,4,3,3,2,2,No
42,Travel_Rarely,603,2846,Research & Development,Master,Medical,Medium,Female,Research Scientist,Medium,Married,2372,6,Yes,Excellent,18,2,1,0,0,No
43,Travel_Rarely,531,12277,Sales,Master,Marketing,Very High,Female,Sales Executive,Very High,Single,10231,3,No,Excellent,23,3,21,15,17,No
36,Travel_Rarely,429,6492,Research & Development,Master,Life Sciences,High,Female,Manufacturing Director,Medium,Single,5410,9,Yes,Excellent,18,2,16,5,12,No
44,Travel_Rarely,621,9574,Research & Development,Bachelor,Medical,Low,Female,Healthcare Representative,Very High,Married,7978,1,No,Excellent,10,2,10,0,5,Yes
28,Travel_Frequently,193,4640,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Very High,Married,3867,1,Yes,Excellent,2,2,2,2,2,No
51,Travel_Frequently,968,3406,Research & Development,College,Medical,Medium,Female,Laboratory Technician,High,Single,2838,0,No,Excellent,8,6,7,7,7,No
30,Non-Travel,879,5634,Research & Development,College,Medical,High,Female,Manufacturing Director,High,Single,4695,7,Yes,Excellent,10,3,8,1,7,No
29,Travel_Rarely,806,4007,Research & Development,Bachelor,Technical Degree,Medium,Female,Laboratory Technician,High,Divorced,3339,3,Yes,Excellent,10,2,7,7,7,Yes
28,Travel_Rarely,640,2496,Research & Development,Bachelor,Technical Degree,Very High,Male,Research Scientist,Low,Single,2080,2,No,Excellent,5,2,3,1,2,No
25,Travel_Rarely,266,2515,Research & Development,Bachelor,Medical,Very High,Female,Research Scientist,Medium,Single,2096,1,No,Excellent,2,3,2,2,1,No
32,Travel_Rarely,604,7451,Sales,Bachelor,Medical,High,Male,Sales Executive,Very High,Married,6209,1,No,Excellent,10,4,10,0,8,No
45,Travel_Frequently,364,21673,Research & Development,Bachelor,Medical,Medium,Female,Manager,Medium,Single,18061,3,No,Outstanding,22,4,0,0,0,No
39,Travel_Rarely,412,20548,Research & Development,Master,Medical,High,Female,Manager,Medium,Divorced,17123,6,Yes,Excellent,21,4,19,15,2,No
58,Travel_Rarely,848,2846,Research & Development,Master,Life Sciences,Low,Male,Research Scientist,High,Divorced,2372,1,No,Excellent,2,3,2,2,2,No
32,Travel_Rarely,1089,5860,Research & Development,College,Life Sciences,Very High,Male,Laboratory Technician,High,Married,4883,1,No,Excellent,10,3,10,1,1,Yes
39,Travel_Rarely,360,4685,Research & Development,Bachelor,Medical,High,Male,Research Scientist,Low,Single,3904,0,No,Excellent,6,2,5,0,3,Yes
30,Travel_Rarely,1138,5552,Research & Development,Bachelor,Technical Degree,Low,Female,Laboratory Technician,Very High,Married,4627,0,No,Excellent,10,6,9,6,7,No
36,Travel_Rarely,325,8513,Research & Development,Master,Technical Degree,Very High,Female,Healthcare Representative,High,Married,7094,3,No,Excellent,10,0,7,1,7,No
46,Travel_Rarely,991,4108,Human Resources,College,Life Sciences,Very High,Female,Human Resources,Low,Single,3423,6,No,Excellent,10,3,7,5,7,No
28,Non-Travel,1476,8009,Research & Development,Bachelor,Life Sciences,High,Female,Laboratory Technician,Very High,Married,6674,0,No,Excellent,10,6,9,7,5,No
50,Travel_Rarely,1322,20256,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Director,Low,Married,16880,4,Yes,Excellent,25,2,3,1,2,No
40,Travel_Rarely,299,10913,Sales,Master,Marketing,Very High,Male,Sales Executive,Medium,Single,9094,2,Yes,Excellent,9,2,5,1,0,Yes
52,Travel_Rarely,1030,10135,Sales,Bachelor,Life Sciences,Medium,Male,Sales Executive,Medium,Single,8446,9,Yes,Excellent,10,2,8,7,7,Yes
30,Travel_Rarely,634,14299,Research & Development,Master,Medical,Medium,Female,Manager,Low,Married,11916,1,Yes,Outstanding,9,2,9,0,8,No
39,Travel_Rarely,524,5441,Research & Development,College,Life Sciences,Low,Male,Manufacturing Director,High,Single,4534,0,No,Excellent,9,6,8,1,7,No
31,Non-Travel,587,11822,Sales,Master,Life Sciences,Very High,Female,Sales Executive,High,Divorced,9852,1,Yes,Excellent,10,5,10,9,6,No
41,Non-Travel,256,7381,Sales,College,Medical,High,Male,Sales Executive,Medium,Single,6151,1,No,Excellent,19,4,19,11,9,No
31,Travel_Frequently,1060,2762,Sales,Bachelor,Life Sciences,Very High,Female,Sales Representative,Medium,Single,2302,1,Yes,Excellent,3,2,3,2,2,Yes
44,Travel_Rarely,935,2834,Research & Development,Bachelor,Life Sciences,Low,Male,Laboratory Technician,Low,Married,2362,4,No,Excellent,10,4,3,1,2,Yes
42,Non-Travel,495,21433,Research & Development,Below College,Life Sciences,High,Male,Manager,High,Married,17861,0,Yes,Excellent,21,3,20,2,10,No
55,Travel_Rarely,282,23024,Research & Development,College,Medical,Very High,Female,Manager,High,Married,19187,4,No,Excellent,23,5,19,9,11,No
56,Travel_Rarely,206,23660,Human Resources,Master,Life Sciences,Very High,Male,Manager,Medium,Single,19717,6,No,Excellent,36,4,7,7,7,No
40,Non-Travel,458,4253,Research & Development,College,Life Sciences,High,Male,Research Scientist,High,Divorced,3544,9,No,Excellent,6,0,4,0,0,No
34,Travel_Rarely,943,10200,Research & Development,Bachelor,Life Sciences,Very High,Male,Healthcare Representative,Very High,Divorced,8500,0,No,Excellent,10,0,9,1,6,No
40,Travel_Rarely,523,5593,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,Very High,Single,4661,1,No,Excellent,9,4,9,8,8,No
41,Travel_Frequently,1018,4924,Sales,Bachelor,Marketing,High,Female,Sales Executive,Low,Divorced,4103,0,No,Excellent,10,2,9,1,7,No
35,Travel_Frequently,482,5099,Research & Development,Master,Life Sciences,High,Male,Research Scientist,High,Single,4249,1,Yes,Excellent,9,3,9,1,1,No
51,Travel_Rarely,770,16831,Human Resources,Bachelor,Life Sciences,High,Male,Manager,Medium,Divorced,14026,1,Yes,Excellent,33,2,33,0,10,No
38,Travel_Rarely,1009,8272,Sales,College,Life Sciences,Medium,Female,Sales Executive,Low,Divorced,6893,3,No,Excellent,11,3,7,1,7,No
34,Travel_Rarely,507,7350,Sales,College,Medical,High,Female,Sales Executive,Low,Single,6125,1,No,Excellent,10,6,10,9,6,No
25,Travel_Rarely,882,4403,Research & Development,Below College,Medical,Very High,Male,Laboratory Technician,Very High,Married,3669,3,No,Excellent,7,6,3,1,2,No
58,Travel_Rarely,601,12010,Research & Development,Master,Medical,High,Female,Manufacturing Director,Low,Married,10008,7,Yes,Excellent,31,0,10,5,9,Yes
40,Travel_Rarely,329,2864,Research & Development,Master,Life Sciences,Medium,Male,Laboratory Technician,Medium,Married,2387,3,No,Outstanding,7,3,4,0,3,No
36,Travel_Frequently,607,5567,Sales,Bachelor,Marketing,Low,Female,Sales Executive,Low,Married,4639,2,No,Excellent,17,2,15,6,13,No
48,Travel_Rarely,855,9478,Research & Development,Bachelor,Life Sciences,Very High,Male,Manufacturing Director,Very High,Single,7898,1,No,Excellent,11,2,10,0,8,No
27,Travel_Rarely,1291,3041,Sales,Bachelor,Medical,High,Female,Sales Representative,Very High,Married,2534,8,No,Excellent,5,4,1,0,0,No
51,Travel_Rarely,1405,15770,Research & Development,College,Technical Degree,Very High,Female,Manufacturing Director,Medium,Single,13142,3,No,Excellent,29,1,5,0,3,No
18,Non-Travel,1124,1933,Research & Development,Bachelor,Life Sciences,Very High,Female,Laboratory Technician,Very High,Single,1611,1,No,Excellent,0,5,0,0,0,No
35,Travel_Rarely,817,6436,Research & Development,Bachelor,Medical,Very High,Female,Laboratory Technician,Very High,Married,5363,0,No,Excellent,10,0,9,0,0,No
27,Travel_Frequently,793,6085,Sales,Below College,Life Sciences,Very High,Male,Sales Executive,Very High,Single,5071,3,No,Outstanding,8,3,6,0,0,No
55,Travel_Rarely,267,16434,Sales,Master,Marketing,Low,Male,Sales Executive,High,Single,13695,6,Yes,Excellent,24,2,19,3,8,Yes
56,Travel_Rarely,1369,16082,Research & Development,Bachelor,Life Sciences,Very High,Male,Manufacturing Director,Medium,Married,13402,4,Yes,Excellent,33,0,19,15,9,No
34,Non-Travel,999,2435,Research & Development,Below College,Technical Degree,Low,Female,Research Scientist,High,Divorced,2029,1,No,Outstanding,5,2,5,0,0,No
40,Travel_Rarely,1202,7652,Research & Development,Below College,Medical,Medium,Female,Healthcare Representative,High,Divorced,6377,5,No,Outstanding,15,0,12,11,8,No
34,Travel_Rarely,285,6515,Research & Development,Bachelor,Medical,Medium,Male,Laboratory Technician,High,Married,5429,4,No,Excellent,10,1,8,7,7,No
31,Travel_Frequently,703,3342,Sales,Bachelor,Life Sciences,High,Female,Sales Representative,Very High,Single,2785,7,No,Excellent,3,3,1,0,0,Yes
35,Travel_Frequently,662,5537,Sales,Master,Marketing,Very High,Female,Sales Executive,High,Married,4614,0,Yes,Excellent,5,0,4,3,2,Yes
38,Travel_Frequently,693,3132,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,High,Divorced,2610,1,No,Excellent,4,2,4,0,3,No
34,Travel_Rarely,404,8024,Research & Development,Master,Technical Degree,High,Female,Healthcare Representative,Very High,Single,6687,1,No,Excellent,14,2,14,4,11,No
28,Travel_Rarely,736,5669,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Low,Married,4724,1,No,Excellent,5,0,5,0,4,No
31,Travel_Rarely,330,7415,Research & Development,Master,Medical,Very High,Male,Manufacturing Director,High,Married,6179,1,Yes,Excellent,10,3,10,6,7,Yes
39,Travel_Rarely,1498,7344,Sales,Master,Life Sciences,Low,Male,Sales Executive,Very High,Married,6120,3,Yes,Excellent,8,2,5,1,4,No
51,Travel_Frequently,541,12715,Sales,Bachelor,Marketing,Medium,Male,Sales Executive,Medium,Married,10596,2,No,Excellent,14,5,4,3,2,No
41,Travel_Frequently,1200,6560,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Scientist,Very High,Divorced,5467,3,Yes,Excellent,12,4,6,3,3,No
37,Travel_Rarely,1439,3595,Research & Development,Below College,Life Sciences,High,Male,Research Scientist,High,Married,2996,7,Yes,Excellent,8,2,6,1,3,No
33,Travel_Frequently,1111,11998,Sales,Below College,Life Sciences,Medium,Male,Sales Executive,Very High,Married,9998,6,No,Excellent,8,2,5,1,2,No
32,Travel_Rarely,499,4894,Sales,Below College,Marketing,High,Male,Sales Executive,Medium,Married,4078,0,Yes,Excellent,4,3,3,1,2,No
39,Non-Travel,1485,13104,Research & Development,College,Life Sciences,High,Male,Healthcare Representative,High,Married,10920,3,No,Outstanding,13,2,6,0,5,No
25,Travel_Rarely,1372,7478,Sales,Below College,Life Sciences,Low,Male,Sales Executive,High,Married,6232,2,No,Excellent,6,3,3,1,2,No
52,Travel_Frequently,322,15896,Research & Development,College,Medical,Very High,Female,Manufacturing Director,High,Married,13247,2,Yes,Excellent,24,3,5,0,2,No
43,Travel_Rarely,930,4897,Research & Development,Bachelor,Medical,Low,Female,Research Scientist,High,Single,4081,1,Yes,Excellent,20,3,20,1,8,No
27,Travel_Rarely,205,6923,Sales,Bachelor,Marketing,Very High,Female,Sales Executive,Very High,Married,5769,1,Yes,Excellent,6,3,6,4,4,No
27,Travel_Rarely,135,2873,Research & Development,Master,Life Sciences,Very High,Female,Research Scientist,High,Single,2394,1,Yes,Excellent,8,2,8,7,7,Yes
26,Travel_Rarely,683,4685,Research & Development,Below College,Medical,Low,Male,Research Scientist,Very High,Single,3904,0,No,Excellent,5,2,4,1,1,No
42,Travel_Rarely,1147,20159,Human Resources,Bachelor,Human Resources,High,Female,Manager,Low,Married,16799,0,No,Excellent,21,5,20,0,9,No
52,Travel_Rarely,258,3540,Research & Development,Master,Other,High,Female,Laboratory Technician,Low,Married,2950,9,No,Excellent,12,2,5,0,4,No
37,Travel_Rarely,1462,4355,Research & Development,Bachelor,Medical,Low,Female,Laboratory Technician,High,Single,3629,4,No,Excellent,8,6,3,0,2,No
35,Travel_Frequently,200,11234,Research & Development,College,Life Sciences,High,Male,Manufacturing Director,Very High,Single,9362,2,No,Excellent,10,2,2,2,2,No
25,Travel_Rarely,949,3875,Research & Development,Bachelor,Technical Degree,Low,Male,Laboratory Technician,Very High,Married,3229,4,No,Excellent,7,2,3,0,2,No
26,Travel_Rarely,652,4294,Research & Development,Bachelor,Other,High,Male,Laboratory Technician,Low,Single,3578,0,No,Excellent,8,2,7,0,7,No
29,Travel_Rarely,332,9586,Human Resources,Bachelor,Other,Medium,Male,Human Resources,Low,Single,7988,1,No,Excellent,10,3,10,0,9,No
49,Travel_Frequently,1475,5141,Research & Development,College,Life Sciences,Low,Male,Laboratory Technician,Low,Single,4284,3,No,Outstanding,20,2,4,1,3,Yes
29,Travel_Frequently,337,9064,Research & Development,Below College,Other,High,Female,Healthcare Representative,Very High,Single,7553,0,Yes,Excellent,9,1,8,7,7,Yes
54,Travel_Rarely,971,20794,Research & Development,Bachelor,Medical,Very High,Female,Research Director,Very High,Single,17328,6,No,Excellent,29,3,20,12,7,No
58,Travel_Rarely,1055,23641,Research & Development,Bachelor,Medical,Very High,Female,Research Director,Low,Married,19701,3,Yes,Outstanding,32,3,9,1,5,No
55,Travel_Rarely,1136,17678,Research & Development,Master,Medical,Medium,Male,Research Director,Very High,Divorced,14732,2,No,Excellent,31,4,7,0,0,No
36,Travel_Rarely,1174,11134,Sales,Master,Marketing,Low,Female,Sales Executive,Medium,Single,9278,3,Yes,Excellent,15,3,5,0,1,No
31,Travel_Frequently,667,1631,Sales,Master,Life Sciences,Medium,Female,Sales Representative,High,Single,1359,1,No,Excellent,1,3,1,0,0,Yes
30,Travel_Rarely,855,5735,Sales,Master,Marketing,Very High,Female,Sales Executive,Low,Divorced,4779,7,No,Excellent,8,3,3,0,2,No
31,Travel_Rarely,182,19706,Research & Development,Doctor,Life Sciences,Low,Female,Research Director,Medium,Single,16422,3,No,Excellent,9,3,3,1,0,No
34,Travel_Frequently,560,3595,Research & Development,Master,Other,Very High,Male,Research Scientist,Low,Divorced,2996,5,No,Excellent,10,2,4,1,3,No
31,Travel_Rarely,202,1513,Research & Development,Bachelor,Life Sciences,Low,Female,Research Scientist,Medium,Single,1261,1,No,Excellent,1,3,1,0,0,Yes
27,Travel_Rarely,1377,2519,Research & Development,Below College,Life Sciences,Medium,Male,Laboratory Technician,Low,Married,2099,0,No,Excellent,6,3,5,1,4,No
36,Travel_Rarely,172,6972,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Very High,Single,5810,1,No,Excellent,10,2,10,1,8,No
36,Travel_Rarely,329,6776,Sales,Master,Marketing,High,Female,Sales Executive,Low,Married,5647,4,No,Excellent,11,3,3,0,2,No
47,Travel_Rarely,465,4104,Research & Development,Bachelor,Technical Degree,Low,Male,Research Scientist,Very High,Married,3420,7,No,Excellent,17,2,6,1,2,No
25,Travel_Rarely,383,5280,Sales,College,Life Sciences,Low,Male,Sales Representative,Low,Married,4400,3,No,Excellent,6,2,3,2,2,Yes
37,Non-Travel,1413,4200,Research & Development,College,Technical Degree,High,Male,Laboratory Technician,High,Single,3500,0,No,Excellent,7,2,6,1,3,No
56,Travel_Rarely,1255,2479,Research & Development,College,Life Sciences,Low,Female,Research Scientist,Low,Married,2066,2,No,Outstanding,5,3,3,1,0,No
47,Travel_Rarely,359,20603,Research & Development,Master,Medical,Low,Female,Research Director,High,Married,17169,3,No,Excellent,26,2,20,5,6,No
24,Travel_Rarely,1476,4994,Sales,Below College,Medical,Very High,Female,Sales Executive,High,Married,4162,1,Yes,Excellent,5,3,5,0,3,No
